horizon,segment_id,intervention_start,intervention_end,duration_hours,warning_hours,maximum_risk_probability,mean_risk_probability,matched_event_id,matched_event_start,lead_time_hours,useful_intervention
12h,17,2023-09-07 15:00:00+00:00,2023-09-07 15:00:00+00:00,1.0,1,0.18050377070903778,0.18050377070903778,,,,0
12h,17,2023-09-08 00:00:00+00:00,2023-09-08 00:00:00+00:00,1.0,1,0.623001217842102,0.623001217842102,,,,0
12h,17,2023-09-10 09:00:00+00:00,2023-09-10 09:00:00+00:00,1.0,1,0.5093747973442078,0.5093747973442078,,,,0
12h,17,2023-09-10 13:00:00+00:00,2023-09-10 13:00:00+00:00,1.0,1,0.29831254482269287,0.29831254482269287,,,,0
12h,17,2023-09-10 17:00:00+00:00,2023-09-10 17:00:00+00:00,1.0,1,0.16098397970199585,0.16098397970199585,,,,0
12h,17,2023-09-14 21:00:00+00:00,2023-09-15 01:00:00+00:00,5.0,5,0.6118021607398987,0.3730010390281677,,,,0
12h,17,2023-09-15 03:00:00+00:00,2023-09-15 03:00:00+00:00,1.0,1,0.5007990002632141,0.5007990002632141,,,,0
12h,17,2023-09-18 03:00:00+00:00,2023-09-18 03:00:00+00:00,1.0,1,0.7524603009223938,0.7524603009223938,,,,0
12h,17,2023-09-21 06:00:00+00:00,2023-09-21 06:00:00+00:00,1.0,1,0.779789388179779,0.779789388179779,,,,0
12h,17,2023-09-21 08:00:00+00:00,2023-09-22 05:00:00+00:00,22.0,22,0.9667441248893738,0.731140673160553,,,,0
12h,17,2023-09-22 07:00:00+00:00,2023-09-22 11:00:00+00:00,5.0,5,0.9354860186576843,0.5794183611869812,,,,0
12h,17,2023-09-28 07:00:00+00:00,2023-09-28 07:00:00+00:00,1.0,1,0.17170986533164978,0.17170986533164978,,,,0
12h,17,2023-10-02 09:00:00+00:00,2023-10-02 12:00:00+00:00,4.0,4,0.5044300556182861,0.3289419114589691,,,,0
12h,17,2023-10-02 17:00:00+00:00,2023-10-02 17:00:00+00:00,1.0,1,0.2276579737663269,0.2276579737663269,,,,0
12h,17,2023-10-03 07:00:00+00:00,2023-10-03 07:00:00+00:00,1.0,1,0.2626546323299408,0.2626546323299408,,,,0
12h,17,2023-10-03 14:00:00+00:00,2023-10-03 14:00:00+00:00,1.0,1,0.1752692610025406,0.1752692610025406,,,,0
12h,17,2023-10-03 19:00:00+00:00,2023-10-03 19:00:00+00:00,1.0,1,0.315891295671463,0.315891295671463,,,,0
12h,17,2023-10-03 22:00:00+00:00,2023-10-03 22:00:00+00:00,1.0,1,0.16257944703102112,0.16257944703102112,,,,0
12h,17,2023-10-06 06:00:00+00:00,2023-10-07 06:00:00+00:00,25.0,25,0.977799117565155,0.8128665685653687,,,,0
12h,17,2023-10-08 02:00:00+00:00,2023-10-08 23:00:00+00:00,22.0,22,0.9799237847328186,0.6005240082740784,,,,0
12h,17,2023-10-10 08:00:00+00:00,2023-10-10 10:00:00+00:00,3.0,3,0.26785799860954285,0.21283668279647827,,,,0
12h,17,2023-10-13 07:00:00+00:00,2023-10-13 07:00:00+00:00,1.0,1,0.23220203816890717,0.23220203816890717,,,,0
12h,17,2023-10-13 09:00:00+00:00,2023-10-14 06:00:00+00:00,22.0,22,0.877718448638916,0.5400958061218262,,,,0
12h,17,2023-10-19 12:00:00+00:00,2023-10-20 00:00:00+00:00,13.0,13,0.6894038319587708,0.5165567994117737,,,,0
12h,18,2024-07-14 19:00:00+00:00,2024-07-14 21:00:00+00:00,3.0,3,0.4029153883457184,0.30213597416877747,,,,0
12h,18,2024-07-15 00:00:00+00:00,2024-07-15 00:00:00+00:00,1.0,1,0.15063518285751343,0.15063518285751343,,,,0
12h,18,2024-07-16 05:00:00+00:00,2024-07-16 05:00:00+00:00,1.0,1,0.18899132311344147,0.18899132311344147,,,,0
12h,18,2024-08-16 02:00:00+00:00,2024-08-16 02:00:00+00:00,1.0,1,0.163455992937088,0.163455992937088,,,,0
12h,18,2024-08-28 15:00:00+00:00,2024-08-28 15:00:00+00:00,1.0,1,0.17911215126514435,0.17911215126514435,,,,0
12h,18,2024-08-28 17:00:00+00:00,2024-08-28 19:00:00+00:00,3.0,3,0.29973676800727844,0.24855230748653412,,,,0
12h,18,2024-08-30 07:00:00+00:00,2024-08-30 07:00:00+00:00,1.0,1,0.1936350017786026,0.1936350017786026,,,,0
12h,18,2024-08-31 23:00:00+00:00,2024-08-31 23:00:00+00:00,1.0,1,0.15324127674102783,0.15324127674102783,,,,0
12h,18,2024-09-05 14:00:00+00:00,2024-09-06 03:00:00+00:00,14.0,14,0.9121400117874146,0.6070978045463562,,,,0
12h,18,2024-09-13 07:00:00+00:00,2024-09-13 09:00:00+00:00,3.0,3,0.27907636761665344,0.24892760813236237,,,,0
12h,18,2024-09-13 13:00:00+00:00,2024-09-14 05:00:00+00:00,17.0,17,0.9965800642967224,0.7394687533378601,,,,0
12h,18,2024-09-14 07:00:00+00:00,2024-09-14 07:00:00+00:00,1.0,1,0.17195533215999603,0.17195533215999603,,,,0
12h,18,2024-09-23 21:00:00+00:00,2024-09-23 22:00:00+00:00,2.0,2,0.2820182740688324,0.2617843747138977,,,,0
12h,18,2024-09-24 00:00:00+00:00,2024-09-24 13:00:00+00:00,14.0,14,0.8386327028274536,0.5444020628929138,,,,0
12h,18,2024-09-24 15:00:00+00:00,2024-09-24 15:00:00+00:00,1.0,1,0.23282374441623688,0.23282374441623688,,,,0
12h,18,2024-10-13 03:00:00+00:00,2024-10-13 04:00:00+00:00,2.0,2,0.23489263653755188,0.23318707942962646,,,,0
